,ID,Date,User,Tweet,HashTags,Likes,Retweets,MentionUsers,LocationCoordinates,clean_Tweet,NLTK_Sentiment_Analysis,TextBlob_Sentiment_Analysis,Compound_Sentiment_Score,Positive_Sentiment
2,1587592324116250625,2022-11-01 23:48:00+00:00,49ersSupporters,Kyle Shanahan on NFL trade deadline: ‘I’d be surprised if anything goes down’ #SanFrancisco49ers #49ers #SF49ers #Niners #GoNiners #Ers https://t.co/H0JuoJ1HCN,"['SanFrancisco49ers', '49ers', 'SF49ers', 'Niners', 'GoNiners', 'Ers']",0,0,,,kyle shanahan nfl trade deadline surprised anything goes,0.2263,0.1,0.32630000000000003,True
4,1587587480185872386,2022-11-01 23:28:45+00:00,dominican_554,And just like that we go from hoping the #niners loose to not give a f.. with a smile on our #FinsUp face😁.,"['niners', 'FinsUp']",4,0,,,like go hoping loose give f smile face,0.6705,0.11153846153846153,0.7820384615384615,True
6,1587584368864030721,2022-11-01 23:16:24+00:00,Los_Niners,"Los #49ers anunciaron el fallecimiento de John McVay (91 años). 

McVay fue parte de la organización por 22 temporadas (1979-95 y 1999-2003), es parte del ""Edward J. DeBartolo Sr. 49ers Hall of Fame"" (2013) y la sala del draft fue nombrada en su honor (2016)

#Niners | #FTTB https://t.co/LlEebR5Pz0","['49ers', 'Niners', 'FTTB']",5,0,,,los anunciaron el fallecimiento de john mcvay 91 os mcvay fue parte de la organizaci n por 22 temporadas 1979 95 1999 2003 es parte del edward j debartolo sr 49ers hall fame 2013 la sala del draft fue nombrada en su honor 2016,0.7269,0.0,0.7269,True
7,1587579124599721989,2022-11-01 22:55:33+00:00,kareemslick,@49ers Thank you for everything John my deepest condolences go out to his Family and Friends I'm sorry for your loss.  May you rest in Peace Mr. McVay ❤️🙏🏾😇🏈💐💛#GoNiners #FTTB #49ers #Niners #RIPJohnMcVay #JohnMcVay #SanFrancisco49ers #NFL #49ers,"['GoNiners', 'FTTB', '49ers', 'Niners', 'RIPJohnMcVay', 'JohnMcVay', 'SanFrancisco49ers', 'NFL', '49ers']",1,0,"[User(username='49ers', id=43403778, displayname='San Francisco 49ers', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,thank everything john deepest condolences go family friends im sorry loss may rest peace mr mcvay,0.7579,-0.5,0.2579,True
8,1587578493273006080,2022-11-01 22:53:03+00:00,49ersSupporters,"49ers news: Niners do right by Jeff Wilson, trade him to Dolphins #NinersFootball #ErsFootball #FTTB #Ers #NinerGang #NinerFam https://t.co/qHlTK7o1IC","['NinersFootball', 'ErsFootball', 'FTTB', 'Ers', 'NinerGang', 'NinerFam']",0,0,,,49ers news niners right jeff wilson trade dolphins,0.0,0.2857142857142857,0.2857142857142857,True
11,1587573967711191041,2022-11-01 22:35:04+00:00,Shifty49ersTalk,NEW VIDEO: 49ers TRADE Jeff Wilson Jr  to the MIAMI Dolphins! Instant Reaction! https://t.co/m4Z5sIYVTw #49ers #Niners #fttb #jeffwilson #MiamiDolphins,"['49ers', 'Niners', 'fttb', 'jeffwilson', 'MiamiDolphins']",2,0,,,new video 49ers trade jeff wilson jr miami dolphins instant reaction,0.0,0.06818181818181818,0.06818181818181818,True
12,1587573197028958208,2022-11-01 22:32:00+00:00,49ersSupporters,Niners trading RB Jeff Wilson to Dolphins for fifth-round pick #NinersFootball #ErsFootball #FTTB #Ers #NinerGang #NinerFam https://t.co/mqsQYpBJWr,"['NinersFootball', 'ErsFootball', 'FTTB', 'Ers', 'NinerGang', 'NinerFam']",0,0,,,niners trading rb jeff wilson dolphins fifth round pick,0.0,-0.2,-0.2,False
13,1587570601790738433,2022-11-01 22:21:41+00:00,CyrusFusion,Appreciated your time with #Niners @jeffwilsonjr !  Best wishes.  I don't agree with the decision to send you away for a 5th rounder.  Best wishes for you on your new team.,['Niners'],0,0,"[User(username='jeffwilsonjr', id=2843960593, displayname='Jeffery Wilson', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,appreciated time best wishes dont agree decision send away 5th rounder best wishes new team,0.9151,0.5840909090909091,1.4991909090909092,True
14,1587568805760315392,2022-11-01 22:14:33+00:00,NINERSOLDIER79,"Thank you Jeff Wilson JR, the class, respect, drive &amp; energy you brought to my Niners will never be forgotten, stay healthy, &amp; continue to shine homie. #FTTB #NinerGang https://t.co/C6ollARj1E","['FTTB', 'NinerGang']",1,0,,,thank jeff wilson jr class respect drive amp energy brought niners never forgotten stay healthy amp continue shine homie,0.7276,0.5,1.2276,True
16,1587565191415431169,2022-11-01 22:00:11+00:00,rjjohnson71A,@jeffwilsonjr has been nothing but a pro and was a workhorse back even when the Niners were a bad team. Appreciate his contributions. I’ll miss his toughness. Good luck in Miami JWJ! 🫡 #FTTB https://t.co/C2UTJ8YmQy,['FTTB'],0,0,"[User(username='jeffwilsonjr', id=2843960593, displayname='Jeffery Wilson', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,nothing pro workhorse back even niners bad team appreciate contributions miss toughness good luck miami jwj,0.5106,3.700743415417188e-17,0.5106,True
